Isolate	MGT1 ST	MGT2	MGT3	MGT4	MGT5	MGT6	MGT7	MGT8	MGT9	CC-MGT2	CC-MGT3	CC-MGT4	CC-MGT5	CC-MGT6	CC-MGT7	CC-MGT8	CC-MGT9	ODC1	ODC2	ODC5	ODC10	Continent	Country	State or sub country	Postcode	Source	Type	Host	Host disease	Collection date	Collection year	Collection month
ERR1856108	19	3	1583	4	5293	8253.1	10608	13145.2	14098.1	1	4	4	4	6975	9175	12463	13431	13431	13102	11730	10985	Oceania	Australia			animal					2014	
ERR1856126	19	3	1583	4	5293	8254.1	10608	13298.1	14165.1	1	4	4	4	6975	9175	12463	13431	13431	13102	11730	10985	Oceania	Australia			human					2016	
ERR1856116	19	3	1583	4	5293	8254.1	10608	13298.1	14095.1	1	4	4	4	6975	9175	12463	13431	13431	13102	11730	10985	Oceania	Australia			human					2015	
ERR1856112	19	3	1583	4	5293	8253.1	10608.3	13145.6	59116.1	1	4	4	4	6975	9175	12463	57020	57020	13102	11730	10985	Oceania	Australia			human					2014	
ERR1856111	19	3	1583	4	5293	8253.1	10608.3	13145.6	59116.2	1	4	4	4	6975	9175	12463	57020	57020	13102	11730	10985	Oceania	Australia			human					2014	
ERR1856104	19	3	1583	4	5293	8253.1	10608.2	13145.5	13931.6	1	4	4	4	6975	9175	12463	13431	13431	13102	11730	10985	Oceania	Australia			human					2013	
ERR1856121	19	3	1583	4	5293	8253.1	10608	13145.1	13931.1	1	4	4	4	6975	9175	12463	13431	13431	13102	11730	10985	Oceania	Australia			animal					2015	
ERR1856117	19	3	1583	4	5293	8253.1	10608	13145.2	13931.2	1	4	4	4	6975	9175	12463	13431	13431	13102	11730	10985	Oceania	Australia			human					2015	
ERR1856109	19	3	1583	4	5293	8253.1	10608	13145.2	13931.4	1	4	4	4	6975	9175	12463	13431	13431	13102	11730	10985	Oceania	Australia			animal					2014	
ERR1856113	19	3	1583	4	5293	8253.1	10608	13145.2	13931.4	1	4	4	4	6975	9175	12463	13431	13431	13102	11730	10985	Oceania	Australia			animal					2014	
ERR1856115	19	3	1583	4	5293	8253.1	10608	13145.3	13931.3	1	4	4	4	6975	9175	12463	13431	13431	13102	11730	10985	Oceania	Australia			animal					2014	
ERR1856102	19	3	1583	4	4978.1	8253.1	9956	13148.1	13934.1	1	4	4	4	6975	9175	11675	13434	13434	13102	11730	10985	Oceania	Australia			animal					2013	
ERR1856096	19	3	1583	4	4978	8253.2	9956.1	13148.2	13937.1	1	4	4	4	6975	9175	11675	13437	13437	13102	11730	10985	Oceania	Australia			animal					2012	
ERR1856118	19	3	1583	4	5293	8254.1	10717	13297.1	14094.1	1	4	4	4	6975	9175	12600	13431	13431	13102	11730	10985	Oceania	Australia			human					2015	
ERR1856114	19	3	1583	4	5293	8253.1	10718	13299.1	14096.1	1	4	4	4	6975	9175	12463	13582	13582	13102	11730	10985	Oceania	Australia			human					2014	
ERR1856095	19	3	1583	4	4978.3	8379.2	9956.2	13369.1	14173.1	1	4	4	4	6975	9175	12663	13650	13650	13102	11730	10985	Oceania	Australia			human					2012	
ERR1856119	19	3	1583	4	5294	8255.1	10610	13146.1	13932.1	1	4	4	4	6975	9175	12465	13432	13432	13104	11730	10985	Oceania	Australia			animal					2015	
ERR1856107	19	3	1583	4	4978	8253.1	9956	13147.1	13933.1	1	4	4	4	6975	9175	11675	13433	13433	13102	11730	10985	Oceania	Australia			animal					2014	
ERR1856098	19	3	1583	4	5295	8257.1	9956	13150.1	13936.1	1	4	4	4	6975	9175	12468	13436	13436	13107	11730	10985	Oceania	Australia			animal					2012	
ERR1856120	19	3	1583	4	5293	8253.1	10716	13296.1	14093.1	1	4	4	4	6975	9175	12599	13580	13580	13246	11730	10985	Oceania	Australia			animal					2015	
ERR1856124	19	3	1583	4	5293	8253.1	10768	13362.1	14166.1	1	4	4	4	6975	9780	12658	13644	13644	13306	11730	10985	Oceania	Australia			human					2016	
ERR1856101	19	3	1583	3387	4978	8253.1	9956	13366.1	14170.1	1	4	2697	4	6975	9175	12660	13647	13647	13308	11730	10985	Oceania	Australia			animal					2013	
ERR1856099	19	3	1583	4.1	5295	8379.1	10770	13367.1	14171.1	1	4	4	4	6975	9175	12661	13648	13648	13309	11730	10985	Oceania	Australia			animal					2012	
ERR1856097	19	3	1583	4	4978.2	8379.1	10771.1	13368.1	14172.1	1	4	4	4	6975	9175	12662	13649	13649	13310	11730	10985	Oceania	Australia			animal					2012	
ERR1856106	19	3	1583	4	4978	8378.1	9956	13364.1	16005.1	1	4	4	4	6975	9175	11675	15354	15354	14881	11730	10985	Oceania	Australia			animal					2014	
ERR1856122	19	3	1583	4	5293	8377.1	10608	13363.1	16154.1	1	4	4	4	6975	9175	12659	15477	15477	14989	11730	10985	Oceania	Australia			animal					2015	
ERR1856125	19	3	1583	4	5293	8253.1	10608	13143.1	13929.1	1	4	4	4	6975	9175	12463	13429	13429	13101	11730	10985	Oceania	Australia			human					2016	
ERR1856123	19	3	1583	4	5293	8254.1	10609	13144.1	13930.1	1	4	4	4	6975	9175	12463	13430	13430	13102	12431	10985	Oceania	Australia			human					2015	
ERR1856100	19	3	1583	4	4978	8256.1	10611.1	13149.1	13935.1	1	4	4	4	6975	9175	12467	13435	13435	13106	12432	10985	Oceania	Australia			animal					2013	
ERR1856103	19	3	1583	4	5293	8253.1	10769.1	13365.1	16217.1	1	4	4	4	6975	9175	12463	15532	15532	15035	12601	10985	Oceania	Australia			human					2013	
SRR14143925	19	3	1583	4	5293	20861.1	27447	36383.1	39552.1	1	4	4	4	6975	9175	31571	37456	37456	33504	28416	10985	Oceania	Australia								2016	
ERR1856133	19	3	1550	3332	5291	8250.1	10604.1	13139.1	13925.1	1	4	2667	4234	7279	9658	12459	13425	13425	13097	12426	11463	Oceania	Australia			animal					1993	
ERR1856129	19	3	1550	3332.1	5292.1	8250.2	10606.1	13141.1	13927.1	1	4	2667	4	7279	9658	12461	13427	13427	13099	12428	11463	Oceania	Australia			animal					1993	
ERR1856056	19	3	1550	3332	4	8251	39957.1	53905.1	59117.1	1	4	2667	4	6679	9658	45504	57021	57021	47553	12428	11463	Oceania	Australia			animal					1993	
ERR1856127	19	3	1550	3332	4.4	8252.1	10607.1	13142.1	13928.1	1	4	2667	4	7280	9658	12462	13428	13428	13100	12429	11463	Oceania	Australia			human					1992	
ERR1856061	19	3	1550	3332	4.6	8268	10606.2	13162.1	13949.1	1	4	2667	4	6679	9658	12480	13449	13449	13119	12444	11463	Oceania	Australia			animal					1994	
ERR1856059	19	3	1550	3332	4	8251	10606	13163.1	13950.1	1	4	2667	4	6679	9658	12481	13450	13450	13120	12445	11463	Oceania	Australia			animal					1994	
ERR1856058	19	3	1550	3332	4	8344	10723.1	13305.1	14103.1	1	4	2667	4	6679	9745	12605	13587	13587	13251	12445	11463	Oceania	Australia			animal					1994	
ERR1856128	19	3	1550	3332	4	8251	10715.1	13295.1	14092.1	1	4	2667	4	6679	9741	12598	13579	13579	13245	12546	11463	Oceania	Australia			animal					1992	
ERR1856070	19	3	1550	3332	4	8341	10606.6	13301.1	14099.1	1	4	2667	4	6679	9658	12601	13583	13583	13247	12547	11463	Oceania	Australia			animal					1997	
ERR1856066	19	3	1550	3332	4	8251	10721.1	13303.1	14101.1	1	4	2667	4	6679	9743	12603	13585	13585	13249	12549	11463	Oceania	Australia			human					1995	
ERR1856062	19	3	1550	3365.1	9206.1	14665.1	19127.1	25537.1	27742.1	1	4	2667	6169	6679	9659	22472	25703	25703	24201	21022	11463	Oceania	Australia			animal					1994	
ERR1856064	19	3	1550	3364.1	4.12	14763.1	19264.1	25739.1	27964.1	1	4	2667	4	6679	16011	22627	25885	25885	24341	21127	11463	Oceania	Australia			human					1994	
ERR1856069	19	3	1550	3332.3	9205.1	14859.1	19401.1	25916.1	28152.1	1	4	2667	4	6679	9659	22778	26069	26069	24502	21249	11463	Oceania	Australia								1996	
ERR1856069	19	3	1550	3332.2	9205.1	14859.1	19401.1	25916.2	28152.2	1	4	2667	4	6679	9659	22778	26069	26069	24502	21249	11463	Oceania	Australia			animal					1996	
ERR1856131	19	3	1550	3333.1	4.3	8251.1	10605.1	13140.1	13926.1	1	4	2667	4	7279	9659	12460	13426	13426	13098	12427	11463	Oceania	Australia			animal					1993	
ERR1856094	19	3	1550	4	5296	8258.1	10612.1	13151.1	13938.1	1	4	4	4	7282	9658	12469	13438	13438	13108	12433	11465	Oceania	Australia			human					2009	
ERR1856090	19	3	1550	4	5296	8260	10613	13153.1	13940.1	1	4	4	4	7282	9660	12471	13440	13440	13110	12435	11465	Oceania	Australia			animal					2008	
ERR1856093	19	3	1550	3388	5296.2	8258	10772.1	13370.1	16155.1	1	4	4	4	7282	9781	12664	15478	15478	14990	12602	11465	Oceania	Australia			human					2009	
ERR1856091	19	3	1550	3388	5296.3	8380	10773.1	13371.1	16289.1	1	4	4	4	7282	9658	12665	15596	15596	15089	12603	11465	Oceania	Australia			human					2008	
ERR1856092	19	383	1550	3334.1	5296.1	8259.1	10612.2	13152.1	13939.1	383	4	4	4	7283	9658	12470	13439	13439	13109	12434	11466	Oceania	Australia			human					2008	
ERR1856083	19	3	1761	3335	5297	8261	10614	13154.1	13941.1	1	4	4	4	7284	9661	12472	13441	13441	13111	12436	11467	Oceania	Australia			animal					2005	
ERR1856081	19	3	1550	3336.1	5298.1	8262.1	10615.1	13155.1	13942.1	1	4	2668	4235	7285	9662	12473	13442	13442	13112	12437	11468	Oceania	Australia			human					2002	
ERR1856077	19	3	1550	4	5299	8263	10616	13156.1	13943.1	1	4	4	4	7286	9663	12474	13443	13443	13113	12438	11469	Oceania	Australia			animal					2001	
ERR1856072	19	3	1550	4	4	8386	10780	13378.1	16157.1	1	4	4	4	7286	9788	12672	15480	15480	14992	12610	11469	Oceania	Australia			human					1999	
ERR1856075	19	3	1762	3338.1	4.5	8264.1	10617.1	13157.1	13944.1	1	4	2670	4	7287	9664	12475	13444	13444	13114	12439	11470	Oceania	Australia			human					2001	
ERR1856073	19	3	1550	4	4	8265	10618	13158.1	13945.1	1	4	4	4	6679	9665	12476	13445	13445	13115	12440	11469	Oceania	Australia			animal					1999	
ERR1856071	19	3	1550	3332	4	8251	10619	13159.1	13946.1	1	4	2667	4	6679	9666	12477	13446	13446	13116	12441	11472	Oceania	Australia			animal					1998	
ERR1856067	19	3	4	3339	5300	8266	10620	13160.1	13947.1	1	4	2671	4	7288	9667	12478	13447	13447	13117	12442	11473	Oceania	Australia			animal					1995	
ERR1856065	19	3	1550	3332	4	8267	10621.1	13161.1	13948.1	1	4	2667	4	7289	9668	12479	13448	13448	13118	12443	11474	Oceania	Australia			animal					1994	
ERR1856057	19	3	1550	3332	4	8269.1	10606.3	13164.1	15016.1	1	4	2667	4	7290	9658	12482	14434	14434	14037	12446	11475	Oceania	Australia			human					1994	
SRR5090727	36	45	162	3347	5316	8292	10656.1	13212.1	14001.1	11	37	2677	1055	663	9695	12526	13498	13498	13166	12483	11502	Oceania	Australia			Faecal Sample				2011-03-08	2011	3
ERR1856088	19	3	1550	4	5317	8294	10606	13214.1	14003.1	1	4	4	4	7309	9658	12528	13500	13500	13168	12485	11504	Oceania	Australia			human					2007	
ERR1856085	19	3	1550	4	17854.1	29726	10606.7	53461.1	58565.1	1	4	4	4	7282	9658	45257	56469	56469	47318	38765	11504	Oceania	Australia			animal					2006	
ERR1856087	19	3	1550	4	4	8295	10658	13215.1	14004.1	1	4	4	4	7310	9697	12529	13501	13501	13169	12486	11504	Oceania	Australia			human					2007	
ERR1856063	19	3	1550	3348	5318	8297	10659.1	13217.1	14006.1	1	4	2667	4243	7311	9698	12531	13503	13503	13171	12488	11506	Oceania	Australia			animal					1994	
SRR5090749	19	2	11	27	281	8308	10675	13240	14031.1	1	1	13	12	421	173	12553	13526	13526	13193	12507	11523	Oceania	Australia			Faecal Sample				2007-08-31	2007	8
SRR5090733	19	2	1765	3357	104	8309	10676	13241	14032.1	1	17	73	104	7319	9710	12554	13527	13527	13194	12508	11524	Oceania	Australia			Faecal Sample				2007-11-02	2007	11
SRR5090731	36	11	29	58	5323	8310	10677	13242.1	14033.1	11	29	38	4244	7320	9711	12555	13528	13528	13195	12509	11525	Oceania	Australia			Faecal Sample				2008-05-12	2008	5
SRR5090729	2066	2	1	3358	5324	8311	10678.1	13243.1	14034.1	1	1	2682	4245	7321	9712	12556	13529	13529	13196	12510	11526	Oceania	Australia			Faecal Sample				2007-12-06	2007	12
SRR5090723	19	1	1	1	5325	8312	10679.1	13244.1	14035.1	1	1	1	1	6439	9713	12557	13530	13530	13197	12511	11527	Oceania	Australia			Faecal Sample				2006-03-14	2006	3
SRR5090721	19	2	15	3359	5326.1	8313	10680.1	13245.1	14036.1	1	15	1682	4246	7322	9714	12558	13531	13531	13198	12512	11528	Oceania	Australia			Faecal Sample				2007-07-24	2007	7
SRR5090719	19	3	1766	477	5327	8314	10681.1	13246.1	14037.1	1	4	4	763	7323	9715	12559	13532	13532	13199	12513	11529	Oceania	Australia			Faecal Sample				2006-09-11	2006	9
SRR5090717	19	16	53	3360	5328	8315.1	10682	13247.1	14038.1	1	1	73	113	7324	9716	12560	13533	13533	13200	12514	11530	Oceania	Australia			Faecal Sample				2004-08-23	2004	8
SRR5090714	19	2	433	2127	117	8316	10683	13249.1	14040.1	1	1	2115	18	5237	9717	12562	13535	13535	13202	12516	11531	Oceania	Australia			Faecal Sample				2008-01-12	2008	1
SRR5090712	19	2	1767	66	5330	8317	10684	13250	14041.1	1	2	63	4247	7325	9718	12563	13536	13536	13203	12517	11532	Oceania	Australia			Faecal Sample				2001-09-01	2001	9
SRR3570407	19	2	15	50.2	62	1991	10692.1	13265.1	14059.1	1	15	18	62	63	9725	12574	13549	13549	13216	12524	162	Oceania	Australia			human					2012	
SRR3570365	19	2	15	3361	5332.1	8323.1	10694.1	13267.1	14061.1	1	15	2684	62	63	18	12576	13551	13551	13218	12526	11538	Oceania	Australia			human					2011	
SRR3570347	19	2	15	50.2	5333	8324	10695.1	13268.1	14062.1	1	15	18	4248	7329	9726	12577	13552	13552	13219	12527	11539	Oceania	Australia			human					2009	
ERR1856132	19	3	1550	3332	4	8339	10713	13293.1	16004.1	1	4	2667	4	7340	9739	12596	15353	15353	14880	12544	11552	Oceania	Australia			animal					1993	
ERR1856130	19	3	1550	3332	5292.2	8340	10714.1	13294.1	14091.1	1	4	2667	4	7341	9740	12597	13578	13578	13244	12545	11553	Oceania	Australia			human					1993	
ERR1856068	19	3	1550	3332	5341	8342	10720.1	13302.1	14100.1	1	4	2667	4	7342	9742	12602	13584	13584	13248	12548	11554	Oceania	Australia			animal					1996	
ERR1856060	19	3	1550	3366	4	8343.1	10722	13304.1	14102.1	1	4	2686	4	7343	9744	12604	13586	13586	13250	12550	11555	Oceania	Australia			animal					1994	
SRR5090741	19	2	43	3372	5348	8358	10744	13335.1	14138.1	1	2	63	4255	7354	9760	12634	13619	13619	13282	12579	11582	Oceania	Australia			Faecal Sample				2008-01-05	2008	1
SRR5090738	19	2	1765	3373	104	8359	10745	13336	14139.1	1	17	2689	104	7355	9761	12635	13620	13620	13283	12580	11583	Oceania	Australia			Faecal Sample				2007-02-26	2007	2
SRR5090736	19	9	39	3374	5350	8361	10747	13338	14141.1	1	2	42	3405	7357	9763	12637	13622	13622	13285	12582	11585	Oceania	Australia			Faecal Sample				2008-03-10	2008	3
SRR5090735	19	2	8	1728	5351	8362	10748	13339	14142.1	1	1	408	3949	4276	9764	12638	13623	13623	13286	12583	11586	Oceania	Australia			Faecal Sample				2005-06-27	2005	6
SRR5090732	19	1	1	3375	5352.1	8363	10750.1	13341.1	14144.1	1	1	2690	4256	7358	9765	12640	13625	13625	13288	12585	11587	Oceania	Australia			Faecal Sample				2007-07-06	2007	7
SRR5090730	19	2	43	3376	5353.1	8364.1	10751.1	13342.1	14145.1	1	2	63	86	7359	9766	12641	13626	13626	13289	12586	11588	Oceania	Australia			Faecal Sample				2007-01-30	2007	1
SRR5090742	19	2	43	3376	5353	8364	10751	13406	14213.1	1	2	63	86	7359	9766	12641	13685	13685	13343	12586	11588	Oceania	Australia			Faecal Sample				2009-05-11	2009	5
SRR5090726	19	48	1674	3378	5355	8366	10753.1	13344.1	14147.1	1	233	2691	4258	7360	9768	12643	13628	13628	13291	12588	11590	Oceania	Australia			Faecal Sample				2008-03-17	2008	3
SRR5090724	213	385	1772	3379	5356	8367.1	10754.1	13345.1	14148.1	385	1348	2692	4259	7361	9769	12644	13629	13629	13292	12589	11591	Oceania	Australia			Faecal Sample				2006-12-04	2006	12
SRR5090722	19	3	4	3380.1	5357.1	8368.1	10755.1	13346.1	14149.1	1	4	2693	4	7362	9770	12645	13630	13630	13293	12590	11592	Oceania	Australia			Faecal Sample				2008-01-16	2008	1
SRR5090713	19	3	4	4	5357	8368	10802	13408.1	14215.1	1	4	4	4	7362	9805	12699	13687	13687	13345	12634	11592	Oceania	Australia			Faecal Sample				2007-10-31	2007	10
SRR5090720	2066	2	1773.1	3381.1	5358.1	8369.1	10756.1	13347.1	14150.1	1	1	2694	4260	7363	7200	12646	13631	13631	13294	12591	11593	Oceania	Australia			Faecal Sample				2009-07-27	2009	7
SRR5090718	19	2	115	3382	5359	8370	10757	13348.1	14151.1	1	115	2695	4261	7364	9771	12647	13632	13632	13295	12592	11594	Oceania	Australia			Faecal Sample				2008-04-16	2008	4
SRR3570359	19	2	15	50.2	5360	8372.1	10760	13352.1	14155.1	1	15	18	55	7365	9774	12649	13635	13635	13297	12593	11595	Oceania	Australia			human					2011	
SRR3570324	19	2	1774	3384.1	5361	8374	10762.1	13354.1	14157.1	1	15	2696	17	7367	9775	12651	13637	13637	13299	12595	11596	Oceania	Australia			human					2010	
SRR3570169	19	2	15	3385	5362	8375	10763.1	13355.1	14158.1	1	15	18	1314	7368	9776	12652	13638	13638	13300	12596	11597	Oceania	Australia			human					2010	
ERR1856089	19	3	1776	4	5364	8381	10774	13372.1	16290.1	1	4	4	4264	7282	9782	12666	15597	15597	15090	12604	11599	Oceania	Australia			human					2007	
ERR1856086	19	3	1550	3389.1	5365	8382.1	10775.1	13373.1	14177.1	1	4	2698	4265	7369	9783	12667	13654	13654	13314	12605	11600	Oceania	Australia			human					2007	
ERR1856082	19	3	1550	4.1	4	8265	10776.1	13374.1	16291.1	1	4	4	4	6679	9784	12668	15598	15598	15091	12606	11601	Oceania	Australia			animal					2004	
ERR1856078	19	3	1550	4	4.8	8383	10777	13375.1	16156.1	1	4	4	4	6679	9785	12669	15479	15479	14991	12607	11601	Oceania	Australia			animal					2001	
ERR1856076	19	3	1777.1	4	5366.1	8384.1	10778.1	13376.1	16292.1	1	4	4	4266	7370	9786	12670	15599	15599	15092	12608	11602	Oceania	Australia			human					2001	
ERR1856074	19	3	1550	4	5367	8385	10779.1	13377.1	16218.1	1	4	4	4	7371	9787	12671	15533	15533	15036	12609	11603	Oceania	Australia			animal					2000	
SRR14143228	34	2	26	447	3401	8390.1	10785.1	36356.1	39521.1	1	1	21	20	7373	9792	31555	37425	37425	33486	28407	11609	Oceania	Australia								2014	
SRR5090748	19	9	36	45	76	8399	10796	13400	14207.1	1	2	42	50	5242	53	12692	13679	13679	13339	12629	11616	Oceania	Australia			Faecal Sample				2007-02-26	2007	2
SRR5090747	19	3	1550	4	4	8400	10797	13401.1	14208.1	1	4	4	4	7380	9800	12693	13680	13680	13340	12630	11617	Oceania	Australia			Faecal Sample				2008-02-19	2008	2
SRR5090744	19	9	36	42	5374	8402	10799.1	13404.1	14211.1	1	2	42	46	7381	9802	12696	13683	13683	13341	12631	11618	Oceania	Australia			Faecal Sample				2008-01-11	2008	1
SRR5090743	19	3	1583.1	4.2	4.9	8403.1	10800.1	13405.1	14212.1	1	4	4	4	6679	9803	12697	13684	13684	13342	12632	11619	Oceania	Australia			Faecal Sample				2008-03-02	2008	3
SRR5090716	19	9	42	62	5375	8404	10801.1	13407.1	14214.1	1	32	62	85	7382	9804	12698	13686	13686	13344	12633	11620	Oceania	Australia			Faecal Sample				2008-03-22	2008	3
SRR4419685	19	9	36	45	5376	8405	10804	13410	16231.1	1	2	42	50	7383	9807	12701	15543	15543	13347	12635	11621	Oceania	Australia			Faecal Sample					2011	
SRR925393	19	9	36	3697	5806	9130	11824.1	15716.1	16782.1	1	2	42	50	7834	10490	14090	16023	16023	15481	14058	12314	Oceania	Australia								2005	
SRR926599	19	9	39	60	5807.1	9131	11825.1	15717.1	16783.1	1	2	42	4485	7835	10491	14091	16024	16024	15482	14059	12315	Oceania	Australia								2005	
SRR926600	19	9	36	45	76.3	9132	11826.1	15718.1	16784.1	1	2	42	50	7836	10492	14092	16025	16025	15483	14060	12316	Oceania	Australia								2005	
SRR926601	19	9	36	45	76	9133	11827	15719.1	16785.1	1	2	42	50	7837	10493	14093	16026	16026	15484	14061	12317	Oceania	Australia								2008	
SRR926598	19	9	36	3698	76.4	9134	11828.1	15720.1	16786.1	1	2	2871	50	7838	10494	14094	16027	16027	15485	14062	12318	Oceania	Australia								2007	
SRR14142786	36		29	58	3210	19287.1	27341.1	36223.1	39365.1		29	38	42	642	21800	31457	37269	37269	33379	28341	12333	Oceania	Australia								2010	
SRR7250860	19	1	1	4158	71	73	13369	17860	19206.1	1	1	3083	71	73	11588	15896	18162	18162	17408	15577	13382	Oceania	Australia							2012-04-26	2012	4
SRR7250857	19	1	1	4158	71	73	13369	17859.1	19205.1	1	1	3083	71	73	11588	15896	18162	18162	17408	15577	13382	Oceania	Australia							2008-05-27	2008	5
SRR7250856	19	1	1	4158	71	73	13369	17860.1	19206.2	1	1	3083	71	73	11588	15896	18162	18162	17408	15577	13382	Oceania	Australia							2009-10-12	2009	10
SRR7250861	19	1	1	4159	6527	10256	13370	17861	19257.1	1	1	1	71	73	11588	15897	18208	18208	17409	15577	13382	Oceania	Australia							2013-07-11	2013	7
SRR7250862	19	1	1	4167	6527	10256	13370.1	17909.1	19258.1	1	1	1	71	73	11588	15897	18209	18209	17409	15577	13382	Oceania	Australia							2013-07-15	2013	7
SRR7250859	19	1	1	4159	6527	10256	13369	18090	19479.1	1	1	1	71	73	11588	15898	18164	18164	17410	15577	13382	Oceania	Australia							2011-11-11	2011	11
SRR7250853	19	1	1	4159	6527.1	10256	13369.1	17862.1	19208.1	1	1	1	71	73	11588	15898	18164	18164	17410	15577	13382	Oceania	Australia							2010-08-03	2010	8
SRR7250855	19	1	1	4159	6527	10256	13371	17863	19209.3	1	1	1	71	73	11588	15898	18165	18165	17410	15577	13382	Oceania	Australia							2009-04-07	2009	4
SRR7250852	19	1	1	4159	6527	10256	13371	17864	19211.1	1	1	1	71	73	11588	15898	18165	18165	17410	15577	13382	Oceania	Australia							2011-08-16	2011	8
SRR7250858	19	1	1	4159	6527	10256	13371	17863.2	19209.2	1	1	1	71	73	11588	15898	18165	18165	17410	15577	13382	Oceania	Australia							2008-11-26	2008	11
SRR7250854	19	1	1	4159	6527	10256	13371	17863.1	19209.1	1	1	1	71	73	11588	15898	18165	18165	17410	15577	13382	Oceania	Australia							2010-10-13	2010	10
SRR7250851	19	1	1	4159	6527	10256	13371	17863	19210.1	1	1	1	71	73	11588	15898	18166	18166	17410	15577	13382	Oceania	Australia							2011-02-25	2011	2
SRR7250864	19	1	1	4159	6527	10256	13404.1	17908.1	19256.1	1	1	1	71	73	11588	15934	18207	18207	17448	15577	13382	Oceania	Australia							2013-06-03	2013	6
SRR7250863	19	1	1	4159	6527	10256	13370	17861	19207.1	1	1	1	71	73	11588	15897	18163	18163	17409	15577	13382	Oceania	Australia							2013-02-15	2013	2
SRR10270430	19	2	54	186	7214	11298	14775	19828	21432.1	1	1	95	5131	9200	12547	17457	20028	20028	19056	16808	14235	Oceania	Australia			cattle feces		cattle		2013-02-13	2013	2
SRR11445663	19	2	54	186	7214	11298	14775	21532	23341.1	1	1	95	5131	9200	12547	17457	20028	20028	19056	16808	14235	Oceania	Australia			cattle feces		cattle		2013-08-13	2013	8
SRR14143179	19	2	54	186	12749	11298	27400	36305	39456.1	1	1	95	5131	9200	21838	31522	37360	37360	33448	16808	14235	Oceania	Australia								2014	
SRR10127405	19	5	25	4596	7276	11402	14914	20003.1	21627.1	1	25	35	291	9260	12649	17604	20194	20194	19209	16935	14321	Oceania	Australia			missing		Homo sapiens			2015	
SRR10127392	19	5	25	4596	7276	11468	14914	20109.1	21733.1	1	25	35	291	9260	12649	17604	20291	20291	19299	16935	14321	Oceania	Australia			missing		missing			2016	
SRR10127429	19	5	25	4596	7276	11480	14924	20124.1	21748.1	1	25	35	291	9303	12649	17709	20306	20306	19314	16935	14321	Oceania	Australia			missing		Homo sapiens			2012	
SRR10127428	19	5	25	4596	7276.1	11468.1	14924.1	20125.1	21749.1	1	25	35	291	441	12649	17710	20307	20307	19315	16935	14321	Oceania	Australia			missing		Homo sapiens			2012	
SRR10127423	19	5	25	4596	7319	11468	15008.1	20130.1	21754.1	1	25	35	291	9260	12649	17715	20312	20312	19320	16935	14321	Oceania	Australia			missing		missing			2012	
SRR10127410	19	5	25	4596	7276	11468	15018	20140.1	21764.1	1	25	35	291	9260	12727	17725	20322	20322	19330	16935	14321	Oceania	Australia			missing		Homo sapiens			2014	
SRR10127406	19	5	25	4596	7276	11468	15020	20142.1	21766.1	1	25	35	291	9260	12649	17727	20324	20324	19332	16935	14321	Oceania	Australia			missing		Homo sapiens			2015	
SRR10127403	19	5	25	4596	7276	11468	15048	20174.1	21800.1	1	25	35	291	9260	12744	17755	20357	20357	19362	16935	14321	Oceania	Australia			missing		Homo sapiens			2015	
SRR10127402	19	5	25	4596	7276	11402	15049	20175.1	21801.1	1	25	35	291	9260	12649	17756	20358	20358	19363	16935	14321	Oceania	Australia			missing		Homo sapiens			2015	
SRR10127400	19	5	25	4596	7276	11468	15020	20176.1	21802.1	1	25	35	291	9260	12649	17757	20359	20359	19364	16935	14321	Oceania	Australia			missing		Homo sapiens			2015	
SRR10127461	19	5	25	163	7328	11412	14924	20150.1	21774.1	1	25	35	291	441	12649	17735	20332	20332	19340	16945	14321	Oceania	Australia			missing		Homo sapiens			2010	
SRR10127453	19	5	25	163	292	11412	15031	20155.1	21779.1	1	25	35	291	441	12649	17740	20337	20337	19345	16945	14321	Oceania	Australia			missing		missing			2010	
SRR10127446	19	5	25	163	292	11469	14992	20110.1	21734.1	1	25	35	291	441	12704	17695	20292	20292	19300	17003	14321	Oceania	Australia			missing		missing			2010	
SRR10127445	19	5	25	163	7311	11470	14993	20111.1	21735.1	1	25	35	5159	441	12705	17696	20293	20293	19301	17004	14321	Oceania	Australia			missing		Homo sapiens			2010	
SRR10127442	19	5	25	163	292	11469	14996	20114.1	21738.1	1	25	35	291	441	12708	17699	20296	20296	19304	17007	14321	Oceania	Australia			missing		Homo sapiens			2011	
SRR10127440	19	5	25	163	7313	11472	14997	20115.1	21739.1	1	25	35	291	441	12709	17700	20297	20297	19305	17008	14321	Oceania	Australia			missing		Homo sapiens			2011	
SRR10127435	19	5	25	4611	292	11476	15001	20120.1	21744.1	1	25	35	291	441	12712	17705	20302	20302	19310	17013	14321	Oceania	Australia			missing		Homo sapiens			2011	
SRR10127464	19	5	25	163	7327	11469	15026	20148.1	21772.1	1	25	35	5159	441	12649	17733	20330	20330	19338	17034	14321	Oceania	Australia			missing		Homo sapiens			2009	
SRR10127455	19	5	25	163	292	11494	15030	20153.1	21777.1	1	25	35	291	441	12649	17738	20335	20335	19343	17038	14321	Oceania	Australia			missing		missing			2010	
SRR10127454	19	5	25	163	292	11412	14924	20154.1	21778.1	1	25	35	291	441	12649	17739	20336	20336	19344	17038	14321	Oceania	Australia			missing		missing			2010	
SRR10127476	19	5	25	163	292	11520	14924.2	20198.1	21825.1	1	25	35	291	441	12649	17779	20381	20381	19386	17038	14321	Oceania	Australia			missing		missing			2009	
